county_name,police_dept,crime_type,count
SALEM,PENNSVILLE PD,burglary,218.1
SALEM,PENNSVILLE PD,larceny,1276.5
SALEM,PENNSVILLE PD,murder,0
SALEM,PENNSVILLE PD,rape,16.2
SALEM,PENNSVILLE PD,robbery,48.5
SALEM,SALEM PD,assault,804.1
SALEM,SALEM PD,auto_theft,253.9
SALEM,SALEM PD,burglary,761.7
SALEM,SALEM PD,larceny,1206.1
SALEM,SALEM PD,murder,169.3
SALEM,SALEM PD,rape,211.6
SALEM,SALEM PD,robbery,423.2
SALEM,STATE POLICE SALEM COUNTY,assault,28.5
SALEM,STATE POLICE SALEM COUNTY,auto_theft,36.7
SALEM,STATE POLICE SALEM COUNTY,burglary,167.1
SALEM,STATE POLICE SALEM COUNTY,larceny,293.5
SALEM,STATE POLICE SALEM COUNTY,murder,0
SALEM,STATE POLICE SALEM COUNTY,rape,8.2
SALEM,STATE POLICE SALEM COUNTY,robbery,20.4
SALEM,WOODSTOWN BORO PD,assault,0
SALEM,WOODSTOWN BORO PD,auto_theft,0
SALEM,WOODSTOWN BORO PD,burglary,261.1
SALEM,WOODSTOWN BORO PD,larceny,377.1
SALEM,WOODSTOWN BORO PD,murder,0
SALEM,WOODSTOWN BORO PD,rape,0
SALEM,WOODSTOWN BORO PD,robbery,0
SOMERSET,BEDMINSTER TWP PD,assault,0
SOMERSET,BEDMINSTER TWP PD,auto_theft,36.9
SOMERSET,BEDMINSTER TWP PD,burglary,0
SOMERSET,BEDMINSTER TWP PD,larceny,246.1
SOMERSET,BEDMINSTER TWP PD,murder,0
SOMERSET,BEDMINSTER TWP PD,rape,0
SOMERSET,BEDMINSTER TWP PD,robbery,0
SOMERSET,BERNARDS TWP PD,assault,0
SOMERSET,BERNARDS TWP PD,auto_theft,26.1
SOMERSET,BERNARDS TWP PD,burglary,18.6
SOMERSET,BERNARDS TWP PD,larceny,119.3
SOMERSET,BERNARDS TWP PD,murder,0
SOMERSET,BERNARDS TWP PD,rape,0
SOMERSET,BERNARDS TWP PD,robbery,0
SOMERSET,BERNARDSVILLE PD,assault,0
SOMERSET,BERNARDSVILLE PD,auto_theft,25.8
SOMERSET,BERNARDSVILLE PD,burglary,129.2
SOMERSET,BERNARDSVILLE PD,larceny,297.1
SOMERSET,BERNARDSVILLE PD,murder,0
SOMERSET,BERNARDSVILLE PD,rape,0
SOMERSET,BERNARDSVILLE PD,robbery,0
SOMERSET,BOUND BROOK PD,assault,38.6
SOMERSET,BOUND BROOK PD,auto_theft,48.3
SOMERSET,BOUND BROOK PD,burglary,106.2
SOMERSET,BOUND BROOK PD,larceny,559.8
SOMERSET,BOUND BROOK PD,murder,0
SOMERSET,BOUND BROOK PD,rape,0
SOMERSET,BOUND BROOK PD,robbery,0
SOMERSET,BRANCHBURG TWP PD,assault,20.6
SOMERSET,BRANCHBURG TWP PD,auto_theft,34.3
SOMERSET,BRANCHBURG TWP PD,burglary,13.7
SOMERSET,BRANCHBURG TWP PD,larceny,391
SOMERSET,BRANCHBURG TWP PD,murder,0
SOMERSET,BRANCHBURG TWP PD,rape,13.7
SOMERSET,BRANCHBURG TWP PD,robbery,0
SOMERSET,BRIDGEWATER TWP PD,assault,4.4
SOMERSET,BRIDGEWATER TWP PD,auto_theft,31.1
SOMERSET,BRIDGEWATER TWP PD,burglary,82.1
SOMERSET,BRIDGEWATER TWP PD,larceny,364
SOMERSET,BRIDGEWATER TWP PD,murder,2.2
SOMERSET,BRIDGEWATER TWP PD,rape,0
SOMERSET,BRIDGEWATER TWP PD,robbery,4.4
SOMERSET,FAR HILLS PD,assault,0
SOMERSET,FAR HILLS PD,auto_theft,108.9
SOMERSET,FAR HILLS PD,burglary,108.9
SOMERSET,FAR HILLS PD,larceny,217.9
SOMERSET,FAR HILLS PD,murder,0
SOMERSET,FAR HILLS PD,rape,0
SOMERSET,FAR HILLS PD,robbery,0
SOMERSET,FRANKLIN TWP PD,assault,27
SOMERSET,FRANKLIN TWP PD,auto_theft,51
SOMERSET,FRANKLIN TWP PD,burglary,72
SOMERSET,FRANKLIN TWP PD,larceny,664.9
SOMERSET,FRANKLIN TWP PD,murder,3
SOMERSET,FRANKLIN TWP PD,rape,3
SOMERSET,FRANKLIN TWP PD,robbery,24
SOMERSET,GREEN BROOK PD,assault,0
SOMERSET,GREEN BROOK PD,auto_theft,168.1
SOMERSET,GREEN BROOK PD,burglary,84.1
SOMERSET,GREEN BROOK PD,larceny,308.2
SOMERSET,GREEN BROOK PD,murder,0
SOMERSET,GREEN BROOK PD,rape,0
SOMERSET,GREEN BROOK PD,robbery,14
SOMERSET,HILLSBOROUGH TWP PD,assault,17.6
SOMERSET,HILLSBOROUGH TWP PD,auto_theft,20.1
SOMERSET,HILLSBOROUGH TWP PD,burglary,52.8
SOMERSET,HILLSBOROUGH TWP PD,larceny,238.7
SOMERSET,HILLSBOROUGH TWP PD,murder,0
SOMERSET,HILLSBOROUGH TWP PD,rape,12.6
SOMERSET,HILLSBOROUGH TWP PD,robbery,7.5
SOMERSET,MANVILLE PD,assault,9.7
SOMERSET,MANVILLE PD,auto_theft,48.5
SOMERSET,MANVILLE PD,burglary,67.9
SOMERSET,MANVILLE PD,larceny,659.7
SOMERSET,MANVILLE PD,murder,0
SOMERSET,MANVILLE PD,rape,38.8
SOMERSET,MANVILLE PD,robbery,9.7
SOMERSET,MONTGOMERY TWP PD,assault,34
SOMERSET,MONTGOMERY TWP PD,auto_theft,21.3
SOMERSET,MONTGOMERY TWP PD,burglary,136.1
SOMERSET,MONTGOMERY TWP PD,larceny,102.1
SOMERSET,MONTGOMERY TWP PD,murder,0
SOMERSET,MONTGOMERY TWP PD,rape,4.3
SOMERSET,MONTGOMERY TWP PD,robbery,0
SOMERSET,NORTH PLAINFIELD PD,assault,18.3
SOMERSET,NORTH PLAINFIELD PD,auto_theft,27.5
SOMERSET,NORTH PLAINFIELD PD,burglary,82.4
SOMERSET,NORTH PLAINFIELD PD,larceny,897.7
SOMERSET,NORTH PLAINFIELD PD,murder,0
SOMERSET,NORTH PLAINFIELD PD,rape,9.2
SOMERSET,NORTH PLAINFIELD PD,robbery,64.1
SOMERSET,RARITAN PD,assault,12.3
SOMERSET,RARITAN PD,auto_theft,74.1
SOMERSET,RARITAN PD,burglary,37
SOMERSET,RARITAN PD,larceny,444.6
SOMERSET,RARITAN PD,murder,0
SOMERSET,RARITAN PD,rape,0
SOMERSET,RARITAN PD,robbery,0
SOMERSET,SOMERVILLE PD,assault,8.1
SOMERSET,SOMERVILLE PD,auto_theft,113.6
SOMERSET,SOMERVILLE PD,burglary,40.6
SOMERSET,SOMERVILLE PD,larceny,470.6
SOMERSET,SOMERVILLE PD,murder,0
SOMERSET,SOMERVILLE PD,rape,0
SOMERSET,SOMERVILLE PD,robbery,0
SOMERSET,SOUTH BOUND BROOK PD,assault,0
SOMERSET,SOUTH BOUND BROOK PD,auto_theft,21.6
SOMERSET,SOUTH BOUND BROOK PD,burglary,43.3
SOMERSET,SOUTH BOUND BROOK PD,larceny,454.4
SOMERSET,SOUTH BOUND BROOK PD,murder,0
SOMERSET,SOUTH BOUND BROOK PD,rape,0
SOMERSET,SOUTH BOUND BROOK PD,robbery,21.6
SOMERSET,WARREN TWP PD,assault,0
SOMERSET,WARREN TWP PD,auto_theft,43.9
SOMERSET,WARREN TWP PD,burglary,69
SOMERSET,WARREN TWP PD,larceny,144.2
SOMERSET,WARREN TWP PD,murder,0
SOMERSET,WARREN TWP PD,rape,0
SOMERSET,WARREN TWP PD,robbery,6.3
SOMERSET,WATCHUNG PD,assault,0
SOMERSET,WATCHUNG PD,auto_theft,33.7
SOMERSET,WATCHUNG PD,burglary,185.2
SOMERSET,WATCHUNG PD,larceny,2862.4
SOMERSET,WATCHUNG PD,murder,0
SOMERSET,WATCHUNG PD,rape,0
SOMERSET,WATCHUNG PD,robbery,0
SUSSEX,ANDOVER TWP PD,assault,33.7
SUSSEX,ANDOVER TWP PD,auto_theft,0
SUSSEX,ANDOVER TWP PD,burglary,33.7
SUSSEX,ANDOVER TWP PD,larceny,185.3
SUSSEX,ANDOVER TWP PD,murder,0
SUSSEX,ANDOVER TWP PD,rape,0
SUSSEX,ANDOVER TWP PD,robbery,0
SUSSEX,BYRAM TWP PD,assault,25.2
SUSSEX,BYRAM TWP PD,auto_theft,25.2
SUSSEX,BYRAM TWP PD,burglary,12.6
SUSSEX,BYRAM TWP PD,larceny,164
SUSSEX,BYRAM TWP PD,murder,0
SUSSEX,BYRAM TWP PD,rape,0
SUSSEX,BYRAM TWP PD,robbery,0
SUSSEX,FRANKLIN BORO PD,assault,84.5
SUSSEX,FRANKLIN BORO PD,auto_theft,21.1
SUSSEX,FRANKLIN BORO PD,burglary,42.2
SUSSEX,FRANKLIN BORO PD,larceny,528
SUSSEX,FRANKLIN BORO PD,murder,0
SUSSEX,FRANKLIN BORO PD,rape,0
SUSSEX,FRANKLIN BORO PD,robbery,0
SUSSEX,HAMBURG PD,assault,0
SUSSEX,HAMBURG PD,auto_theft,0
SUSSEX,HAMBURG PD,burglary,32.2
SUSSEX,HAMBURG PD,larceny,225.2
SUSSEX,HAMBURG PD,murder,0
SUSSEX,HAMBURG PD,rape,0
SUSSEX,HAMBURG PD,robbery,0
SUSSEX,HARDYSTON TWP POLICE DEPT,assault,25.6
SUSSEX,HARDYSTON TWP POLICE DEPT,auto_theft,0
SUSSEX,HARDYSTON TWP POLICE DEPT,burglary,89.5
SUSSEX,HARDYSTON TWP POLICE DEPT,larceny,179
SUSSEX,HARDYSTON TWP POLICE DEPT,murder,0
SUSSEX,HARDYSTON TWP POLICE DEPT,rape,0
SUSSEX,HARDYSTON TWP POLICE DEPT,robbery,0
SUSSEX,HOPATCONG PD,assault,63.5
SUSSEX,HOPATCONG PD,auto_theft,14.1
SUSSEX,HOPATCONG PD,burglary,28.2
SUSSEX,HOPATCONG PD,larceny,91.7
SUSSEX,HOPATCONG PD,murder,7.1
SUSSEX,HOPATCONG PD,rape,14.1
SUSSEX,HOPATCONG PD,robbery,0
SUSSEX,NEWTON PD,assault,12.8
SUSSEX,NEWTON PD,auto_theft,25.6
SUSSEX,NEWTON PD,burglary,51.1
SUSSEX,NEWTON PD,larceny,332.3
SUSSEX,NEWTON PD,murder,0
SUSSEX,NEWTON PD,rape,25.6
SUSSEX,NEWTON PD,robbery,12.8
SUSSEX,OGDENSBURG PD,assault,44.2
SUSSEX,OGDENSBURG PD,auto_theft,0
SUSSEX,OGDENSBURG PD,burglary,88.4
SUSSEX,OGDENSBURG PD,larceny,265.3
SUSSEX,OGDENSBURG PD,murder,0
SUSSEX,OGDENSBURG PD,rape,0
SUSSEX,OGDENSBURG PD,robbery,0
SUSSEX,SPARTA PD,assault,16
SUSSEX,SPARTA PD,auto_theft,10.7
SUSSEX,SPARTA PD,burglary,10.7
SUSSEX,SPARTA PD,larceny,69.5
SUSSEX,SPARTA PD,murder,0
SUSSEX,SPARTA PD,rape,0
SUSSEX,SPARTA PD,robbery,0
SUSSEX,STANHOPE PD,assault,0
SUSSEX,STANHOPE PD,auto_theft,30.2
SUSSEX,STANHOPE PD,burglary,30.2
SUSSEX,STANHOPE PD,larceny,211.7
SUSSEX,STANHOPE PD,murder,0
SUSSEX,STANHOPE PD,rape,0
SUSSEX,STANHOPE PD,robbery,0
SUSSEX,STATE POLICE SUSSEX COUNTY,assault,17.1
SUSSEX,STATE POLICE SUSSEX COUNTY,auto_theft,26.9
SUSSEX,STATE POLICE SUSSEX COUNTY,burglary,105.2
SUSSEX,STATE POLICE SUSSEX COUNTY,larceny,237.4
SUSSEX,STATE POLICE SUSSEX COUNTY,murder,0
SUSSEX,STATE POLICE SUSSEX COUNTY,rape,22
SUSSEX,STATE POLICE SUSSEX COUNTY,robbery,0
SUSSEX,VERNON TWP PD,assault,4.5
SUSSEX,VERNON TWP PD,auto_theft,18.1
SUSSEX,VERNON TWP PD,burglary,36.3
SUSSEX,VERNON TWP PD,larceny,258.4
SUSSEX,VERNON TWP PD,murder,0
SUSSEX,VERNON TWP PD,rape,0
SUSSEX,VERNON TWP PD,robbery,0
UNION,BERKELEY HEIGHTS PD,assault,0
UNION,BERKELEY HEIGHTS PD,auto_theft,36.6
UNION,BERKELEY HEIGHTS PD,burglary,22
UNION,BERKELEY HEIGHTS PD,larceny,124.6
UNION,BERKELEY HEIGHTS PD,murder,0
UNION,BERKELEY HEIGHTS PD,rape,0
UNION,BERKELEY HEIGHTS PD,robbery,0
UNION,CLARK PD,assault,18.7
UNION,CLARK PD,auto_theft,43.5
UNION,CLARK PD,burglary,0
UNION,CLARK PD,larceny,603.3
UNION,CLARK PD,murder,0
UNION,CLARK PD,rape,0
UNION,CLARK PD,robbery,0
UNION,CRANFORD PD,assault,4.1
UNION,CRANFORD PD,auto_theft,20.5
UNION,CRANFORD PD,burglary,12.3
UNION,CRANFORD PD,larceny,308
UNION,CRANFORD PD,murder,0
UNION,CRANFORD PD,rape,0
UNION,CRANFORD PD,robbery,0
UNION,ELIZABETH PD,assault,258.8
UNION,ELIZABETH PD,auto_theft,390.5
UNION,ELIZABETH PD,burglary,158
UNION,ELIZABETH PD,larceny,1151.2
UNION,ELIZABETH PD,murder,8.5
UNION,ELIZABETH PD,rape,26.3
UNION,ELIZABETH PD,robbery,168.9
UNION,FANWOOD PD,assault,25.7
UNION,FANWOOD PD,auto_theft,25.7
UNION,FANWOOD PD,burglary,128.7
UNION,FANWOOD PD,larceny,283.2
UNION,FANWOOD PD,murder,0
UNION,FANWOOD PD,rape,0
UNION,FANWOOD PD,robbery,0
UNION,GARWOOD PD,assault,0
UNION,GARWOOD PD,auto_theft,22.9
UNION,GARWOOD PD,burglary,22.9
UNION,GARWOOD PD,larceny,274.6
UNION,GARWOOD PD,murder,0
UNION,GARWOOD PD,rape,0
UNION,GARWOOD PD,robbery,0
UNION,HILLSIDE PD,assault,122.3
UNION,HILLSIDE PD,auto_theft,231
UNION,HILLSIDE PD,burglary,140.4
UNION,HILLSIDE PD,larceny,1580.8
UNION,HILLSIDE PD,murder,4.5
UNION,HILLSIDE PD,rape,27.2
UNION,HILLSIDE PD,robbery,58.9
UNION,KENILWORTH PD,assault,24.2
UNION,KENILWORTH PD,auto_theft,157.6
UNION,KENILWORTH PD,burglary,109.1
UNION,KENILWORTH PD,larceny,666.7
UNION,KENILWORTH PD,murder,0
UNION,KENILWORTH PD,rape,24.2
UNION,KENILWORTH PD,robbery,12.1
UNION,LINDEN PD,assault,142.5
UNION,LINDEN PD,auto_theft,200.9
UNION,LINDEN PD,burglary,198.6
UNION,LINDEN PD,larceny,1488.1
UNION,LINDEN PD,murder,4.7
UNION,LINDEN PD,rape,25.7
UNION,LINDEN PD,robbery,28
UNION,MOUNTAINSIDE PD,assault,0
UNION,MOUNTAINSIDE PD,auto_theft,86.6
UNION,MOUNTAINSIDE PD,burglary,72.2
UNION,MOUNTAINSIDE PD,larceny,231
UNION,MOUNTAINSIDE PD,murder,0
UNION,MOUNTAINSIDE PD,rape,0
UNION,MOUNTAINSIDE PD,robbery,0
UNION,NEW PROVIDENCE PD,assault,7.5
UNION,NEW PROVIDENCE PD,auto_theft,45.2
UNION,NEW PROVIDENCE PD,burglary,0
UNION,NEW PROVIDENCE PD,larceny,225.9
UNION,NEW PROVIDENCE PD,murder,0
UNION,NEW PROVIDENCE PD,rape,0
UNION,NEW PROVIDENCE PD,robbery,15.1
UNION,PLAINFIELD PD,assault,204.6
UNION,PLAINFIELD PD,auto_theft,82.6
UNION,PLAINFIELD PD,burglary,133.8
UNION,PLAINFIELD PD,larceny,871.7
UNION,PLAINFIELD PD,murder,11.8
UNION,PLAINFIELD PD,rape,3.9
UNION,PLAINFIELD PD,robbery,84.6
UNION,RAHWAY PD,assault,66.4
UNION,RAHWAY PD,auto_theft,96.3
UNION,RAHWAY PD,burglary,83
UNION,RAHWAY PD,larceny,342
UNION,RAHWAY PD,murder,3.3
UNION,RAHWAY PD,rape,3.3
UNION,RAHWAY PD,robbery,33.2
UNION,ROSELLE PARK PD,assault,7.3
UNION,ROSELLE PARK PD,auto_theft,21.9
UNION,ROSELLE PARK PD,burglary,65.7
UNION,ROSELLE PARK PD,larceny,532.9
UNION,ROSELLE PARK PD,murder,0
UNION,ROSELLE PARK PD,rape,7.3
UNION,ROSELLE PARK PD,robbery,14.6
UNION,ROSELLE PD,assault,87.2
UNION,ROSELLE PD,auto_theft,114.7
UNION,ROSELLE PD,burglary,87.2
UNION,ROSELLE PD,larceny,564.6
UNION,ROSELLE PD,murder,0
UNION,ROSELLE PD,rape,0
UNION,ROSELLE PD,robbery,36.7
UNION,SCOTCH PLAINS PD,assault,12.3
UNION,SCOTCH PLAINS PD,auto_theft,32.8
UNION,SCOTCH PLAINS PD,burglary,233.4
UNION,SCOTCH PLAINS PD,larceny,266.1
UNION,SCOTCH PLAINS PD,murder,0
UNION,SCOTCH PLAINS PD,rape,4.1
UNION,SCOTCH PLAINS PD,robbery,4.1
UNION,SPRINGFIELD TWP PD,assault,22.5
UNION,SPRINGFIELD TWP PD,auto_theft,73.2
UNION,SPRINGFIELD TWP PD,burglary,73.2
UNION,SPRINGFIELD TWP PD,larceny,478.5
UNION,SPRINGFIELD TWP PD,murder,0
UNION,SPRINGFIELD TWP PD,rape,5.6
UNION,SPRINGFIELD TWP PD,robbery,11.3
UNION,SUMMIT PD,assault,9
UNION,SUMMIT PD,auto_theft,108.5
UNION,SUMMIT PD,burglary,54.2
UNION,SUMMIT PD,larceny,592.1
UNION,SUMMIT PD,murder,0
UNION,SUMMIT PD,rape,4.5
UNION,SUMMIT PD,robbery,0
UNION,UNION TWP PD,assault,35.7
UNION,UNION TWP PD,auto_theft,78.2
UNION,UNION TWP PD,burglary,44.2
UNION,UNION TWP PD,larceny,812.1
UNION,UNION TWP PD,murder,0
UNION,UNION TWP PD,rape,5.1
UNION,UNION TWP PD,robbery,23.8
UNION,WESTFIELD PD,assault,16.7
UNION,WESTFIELD PD,auto_theft,76.6
UNION,WESTFIELD PD,burglary,30
UNION,WESTFIELD PD,larceny,303.2
UNION,WESTFIELD PD,murder,0
UNION,WESTFIELD PD,rape,0
UNION,WESTFIELD PD,robbery,3.3
UNION,WINFIELD PD,assault,0
UNION,WINFIELD PD,auto_theft,0
UNION,WINFIELD PD,burglary,0
UNION,WINFIELD PD,larceny,132.1
UNION,WINFIELD PD,murder,0
UNION,WINFIELD PD,rape,66.1
UNION,WINFIELD PD,robbery,0
WARREN,ALPHA PD,assault,43.7
WARREN,ALPHA PD,auto_theft,0
WARREN,ALPHA PD,burglary,0
WARREN,ALPHA PD,larceny,131.1
WARREN,ALPHA PD,murder,0
WARREN,ALPHA PD,rape,0
WARREN,ALPHA PD,robbery,0
WARREN,BELVIDERE PD,assault,0
WARREN,BELVIDERE PD,auto_theft,38.6
WARREN,BELVIDERE PD,burglary,154.3
WARREN,BELVIDERE PD,larceny,540.1
WARREN,BELVIDERE PD,murder,0
WARREN,BELVIDERE PD,rape,0
WARREN,BELVIDERE PD,robbery,0
WARREN,BLAIRSTOWN TWP PD,assault,69.1
WARREN,BLAIRSTOWN TWP PD,auto_theft,17.3
WARREN,BLAIRSTOWN TWP PD,burglary,69.1
WARREN,BLAIRSTOWN TWP PD,larceny,224.6
WARREN,BLAIRSTOWN TWP PD,murder,0
WARREN,BLAIRSTOWN TWP PD,rape,34.6
WARREN,BLAIRSTOWN TWP PD,robbery,0
WARREN,GREENWICH TWP PD,assault,0
WARREN,GREENWICH TWP PD,auto_theft,18.1
WARREN,GREENWICH TWP PD,burglary,72.6
WARREN,GREENWICH TWP PD,larceny,1125.2
WARREN,GREENWICH TWP PD,murder,0
WARREN,GREENWICH TWP PD,rape,0
WARREN,GREENWICH TWP PD,robbery,18.1
WARREN,HACKETTSTOWN PD,assault,42
WARREN,HACKETTSTOWN PD,auto_theft,10.5
WARREN,HACKETTSTOWN PD,burglary,31.5
WARREN,HACKETTSTOWN PD,larceny,251.8
WARREN,HACKETTSTOWN PD,murder,0
WARREN,HACKETTSTOWN PD,rape,0
WARREN,HACKETTSTOWN PD,robbery,10.5
WARREN,INDEPENDENCE TWP PD,assault,18.2
WARREN,INDEPENDENCE TWP PD,auto_theft,0
WARREN,INDEPENDENCE TWP PD,burglary,36.4
WARREN,INDEPENDENCE TWP PD,larceny,109.2
WARREN,INDEPENDENCE TWP PD,murder,0
WARREN,INDEPENDENCE TWP PD,rape,0
WARREN,INDEPENDENCE TWP PD,robbery,0
WARREN,LOPATCONG TWP PD,assault,11.9
WARREN,LOPATCONG TWP PD,auto_theft,59.6
WARREN,LOPATCONG TWP PD,burglary,83.5
WARREN,LOPATCONG TWP PD,larceny,417.5
WARREN,LOPATCONG TWP PD,murder,0
WARREN,LOPATCONG TWP PD,rape,0
WARREN,LOPATCONG TWP PD,robbery,0
WARREN,MANSFIELD TWP PD,assault,0
WARREN,MANSFIELD TWP PD,auto_theft,13.5
WARREN,MANSFIELD TWP PD,burglary,67.3
WARREN,MANSFIELD TWP PD,larceny,632.5
WARREN,MANSFIELD TWP PD,murder,0
WARREN,MANSFIELD TWP PD,rape,0
WARREN,MANSFIELD TWP PD,robbery,0
WARREN,OXFORD TWP PD,assault,0
WARREN,OXFORD TWP PD,auto_theft,0
WARREN,OXFORD TWP PD,burglary,40.9
WARREN,OXFORD TWP PD,larceny,163.5
WARREN,OXFORD TWP PD,murder,0
WARREN,OXFORD TWP PD,rape,0
WARREN,OXFORD TWP PD,robbery,0
WARREN,PHILLIPSBURG PD,assault,97.3
WARREN,PHILLIPSBURG PD,auto_theft,83.4
WARREN,PHILLIPSBURG PD,burglary,145.9
WARREN,PHILLIPSBURG PD,larceny,1021.2
WARREN,PHILLIPSBURG PD,murder,0
WARREN,PHILLIPSBURG PD,rape,76.4
WARREN,PHILLIPSBURG PD,robbery,41.7
WARREN,POHATCONG PD,assault,31.1
WARREN,POHATCONG PD,auto_theft,31.1
WARREN,POHATCONG PD,burglary,124.3
WARREN,POHATCONG PD,larceny,3481.5
WARREN,POHATCONG PD,murder,0
WARREN,POHATCONG PD,rape,0
WARREN,POHATCONG PD,robbery,31.1
WARREN,STATE POLICE WARREN COUNTY,assault,32
WARREN,STATE POLICE WARREN COUNTY,auto_theft,20
WARREN,STATE POLICE WARREN COUNTY,burglary,52
WARREN,STATE POLICE WARREN COUNTY,larceny,188
WARREN,STATE POLICE WARREN COUNTY,murder,0
WARREN,STATE POLICE WARREN COUNTY,rape,0
WARREN,STATE POLICE WARREN COUNTY,robbery,8
WARREN,WASHINGTON BORO PD,assault,15.3
WARREN,WASHINGTON BORO PD,auto_theft,15.3
WARREN,WASHINGTON BORO PD,burglary,183.6
WARREN,WASHINGTON BORO PD,larceny,382.6
WARREN,WASHINGTON BORO PD,murder,0
WARREN,WASHINGTON BORO PD,rape,0
WARREN,WASHINGTON BORO PD,robbery,0
WARREN,WASHINGTON TWP PD,assault,15.5
WARREN,WASHINGTON TWP PD,auto_theft,31.1
WARREN,WASHINGTON TWP PD,burglary,93.3
WARREN,WASHINGTON TWP PD,larceny,466.3
WARREN,WASHINGTON TWP PD,murder,0
WARREN,WASHINGTON TWP PD,rape,0
WARREN,WASHINGTON TWP PD,robbery,0
